string_id	ENGLISH	FR	ITALIAN	GERMAN	SPANISH	RUSSIAN	PORTUGUESE	KOREAN	CHINESE - SIMPLIFIED	CHINESE - TRADITIONAL	JAPANESE	ARABIC	THAI
gameplay_header_icebit	Ice-Block	Ice-Block	Ice-Block	Ice-Block	Ice-Block	Ice-Block	Ice-Block	Ice-Block	冰山块块	Ice-Block	Ice-Block	Ice-Block	Ice-Block
gameplay_hint_0_icebit	Immune to FREEZE. Use BURN to take it out quickly!	Immune à FREEZE. Utilisez BURN pour l'enlever rapidement!	Immune a CONGELA. Usa BRUCIA per sconfiggerla velocemente!	Immun gegen Einfrieren. Verwenden Sie brennen, es zu nehmen, schnell!	¡Inmune a CONGELACIÓN. Usa QUEMADURA para sacarlo rápido!	Иммунитет к ЗАМОРОЗКЕ. Используй ОЖОГ чтобы быстро это вытащить!	Imune a CONGELAMENTO. Use QUEIMAR retirar isto rapidamente	얼음에 면역. 화염을 사용하시오!	免疫冰冻。使用灼烧可以快速击败它！	 免疫免疫。用BURN快速拿出來！	フリズに免疫する。 燃やすを使ってすぐに取り出してください！	Immune to FREEZE. Use BURN to take it out quickly!	 ภูมิคุ้มกันเพื่อ FREEZE ใช้ BURN เพื่อนำออกอย่างรวดเร็ว!
gameplay_header_ogrebit	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block	巨魔块块	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block
gameplay_hint_0_ogrebit	Immune to STUN. Use FREEZE or BURN Towers!	 Immune à STUN. Utilisez FREEZE ou BURN Towers!	Immune a STORDISCI. Usa le Torri CONGELA o BRUCIA	Immun zu betäuben. Verwenden Sie einfrieren oder brennen Türme!	¡Inmune a ATURDICIÓN. Usa CONGELACIÓN o torres de QUEMADURA!	Иммунитет к ОГЛУШЕНИЮ. Используй ЗАМОРОЗКУ или ОЖОГ башни!	Imune a ATORDOAMENTO. Use Torres de CONGELAMENTO ou QUEIMADURA!	스턴에 면역. 얼음이나 화염타워를 사용하시오!	免疫眩晕。使用冰冻或灼烧对抗它！	 免疫STUN。使用FREEZE或BURN塔！	スターンに免疫する。 フリズまたは燃やすタワーを使用してください！	Immune to STUN. Use FREEZE or BURN Towers!	 ภูมิต้านทานต่อ STUN ใช้ FREEZE หรือ BURN Towers!
gameplay_header_pultbit	Pult-Block	Pult-Block	Pult-Block	Pult-Block	Pult-Block	Pult-Block	Pult-Block	Pult-Block	投射块块	Pult-Block	Pult-Block	Pult-Block	Pult-Block
gameplay_hint_0_pultbit	Immune to MELEE Towers. Get your 距离 Towers ready! 	Immune aux tours MELEE. Obtenez votre 距离 Towers prêt!	Immune a AZZUFFA. Tieni pronta la tua Torre RAGGIO	Immunsystem im Nahkampf zu Türmen. Holen Sie sich Ihr Angebot Türmen fertig!	¡Inmune a Torres de CUERPO A CUERPO. Ten tus torres de RANGO listas!	Иммунитет к СВАТКЕ Башень. Приготовь свой ДИАПАЗОН Башень.	Imune a Torres de pequeno alcançe. Tenha sua torre de alcançe prontas!	근접 공격에 면역. 사거리 타워가 필요!	免疫近战攻击。准备好您的远程防御塔！	 免疫MELEE塔。讓您的距离塔準備好了！	乱軍タワーへの免疫。 射程タワーを準備しましょう！	Immune to MELEE Towers. Get your 距离 Towers ready! 	 ภูมิคุ้มกันให้กับ MELEE Towers ใช้ 距离 Towers ของคุณพร้อม!
gameplay_header_samuraibit	Samurai-Block	Samurai-Block	Samurai-Block	Samurai-Block	Samurai-Block	Samurai-Block	Samurai-Block	Samurai-Block	武士块块	Samurai-Block	Samurai-Block	Samurai-Block	Samurai-Block
gameplay_hint_0_samuraibit	Only STEALTH towers can deal damage! Don't let it sneak through. Keep an eye out!	 Seules les tours STEALTH peuvent causer des dégâts! Ne le laissez pas se faufiler. Garde un œil ouvert!	Solo le torri INVISIBILI possono sostenerne i danni! Non lasciarle entrare. Tienili d'cchio!	Nur STEALTH Türme können Schaden! Lassen Sie es nicht durch schleichen. Halten Sie ein Auge!	¡Solo torres con SIGILO pueden infligir daño! ¡No dejes que se escabullan. Manten los ojos abiertos!	Только башни ХИТРОСТИ могут нанести урон! Не позволяй им пробираться. Следи за этим!	Somente Torres FURTIVAS podem causar dano! Não deixe elas te encostar. Esteja atento!	탐지 타워만 데미지를 줄 수 있음. 달아나게 하지 마ㅏ시오!	带有看破能力的防御塔才能造成伤害！不要让他通过，务必小心！	 只有STEALTH塔才能造成傷害！不要讓它潛行。注意一下！	忍びタワーのみがダメージを与えることができます！ それを忍び込ませてはいけません。 目を覚ましてください！	Only STEALTH towers can deal damage! Don't let it sneak through. Keep an eye out!	 เฉพาะหอคอย STEALTH เท่านั้นที่สามารถจัดการความเสียหายได้! อย่าให้มันแอบผ่าน เก็บตาออก!
gameplay_header_dragonibit	Dragon-Block	Dragon-Block	Dragon-Block	Dragon-Block	Dragon-Block	Dragon-Block	Dragon-Block	Dragon-Block	巨龙块块	Dragon-Block	Dragon-Block	Dragon-Block	Dragon-Block
gameplay_hint_0_dragonibit	Immune to BURN and FREEZE. Try and SLOW it down!	 Immune à BURN et FREEZE. Essayez et lisez-le!	Immune a BRUCIA. Usa Congela per rallentarlo!	Immun zu brennen. Verwenden Sie einfrieren, um es zu verlangsamen!	¡Inmune a QUEMADURA. Usa CONGELACIÓN para ralentizarlo!	Иммунитет к ОЖОГУ. Испльзуй ЗАМОРОЗКУ чтобы замедлить его!	Imune a QUEIMADURA. Use CONGELAR para fazer isso parar!	화염에 면역. 얼음을 사용하시오!	免疫灼烧和冰冻，试着减速它！	 免疫BURN和FREEZE。嘗試並緩慢下來！	燃やすに免疫する。 それを遅くするためにフリズを使用してください！	Immune to BURN and FREEZE. Try and SLOW it down!	 ภูมิคุ้มกันเพื่อเผาผลาญและ FREEZE ลองและลดความเร็วลง!
gameplay_header_beserkerbit	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block	狂暴块块	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block
gameplay_hint_0_beserkerbit	Tons of health! Moves faster after taking damage!	Des tonnes de santé! Se déplace plus rapidement après avoir pris des dégâts! {Beserker-Blocks |red} se transforme en {BigBlu-Blocks |blue} lorsqu'il est détruit	Tonnellate di salute! Sposta più velocemente dopo aver suBlocko danni! {Beserker-Block |red} diventa {BigBlu-Blocks |blue} quando viene distrutto	T der Gesundheit! Schneller bewegt sich nach dem Schaden zu nehmen!	 Toneladas de salud! Se mueve más rápido después de recibir daños! {Beserker-Blocks"				成吨的生命！受伤后移动更快！ 				
 |red} se convierten en {BigBlu-Blocks |blue} cuando se destruyen	Тонны здоровья! Движутся быстрее после получения урона!	 Toneladas de saúde! Move-se mais rápido depois de sofrer danos! {Beserker-Blocks |red} se transforma em {BigBlu-Blocks |blue} quando destruído	HP가 많음! 공격 받으면 빨라짐!	 一吨的健康！受伤后移动更快！ {Beserker-Blocks |red}在销毁时变成{BigBlu-Blocks |blue}	 一噸的健康！受傷後移動更快！ {Beserker-Blocks |red}在銷毀時變成{BigBlu-Blocks |blue}	健康のトン！ ダメージを受けた後、速く動く！	Tons of health! Moves faster after taking damage! {Beserker-Blocks|red} turn into {BigBlu-Blocks|blue} when destroyed.	 ตันสุขภาพ! เคลื่อนที่ได้เร็วขึ้นหลังจากได้รับความเสียหาย! {Beserker-Blocks |red} เปลี่ยนเป็น {BigBlu-Blocks |blue} เมื่อถูกทำลาย					
gameplay_hint_1_beserkerbit	{Berserker-Blocks|red} turn into {BigBlu-Blocks|blue} when destroyed.	Des tonnes de santé! Se déplace plus rapidement après avoir pris des dégâts! {Beserker-Blocks |red} se transforme en {BigBlu-Blocks |blue} lorsqu'il est détruit	Tonnellate di salute! Sposta più velocemente dopo aver suBlocko danni! {Beserker-Block |red} diventa {BigBlu-Blocks |blue} quando viene distrutto	T der Gesundheit! Schneller bewegt sich nach dem Schaden zu nehmen!	 Toneladas de salud! Se mueve más rápido después de recibir daños! {Beserker-Blocks |red} se convierten en {BigBlu-Blocks |blue} cuando se destruyen	Тонны здоровья! Движутся быстрее после получения урона!	 Toneladas de saúde! Move-se mais rápido depois de sofrer danos! {Beserker-Blocks |red} se transforma em {BigBlu-Blocks |blue} quando destruído	HP가 많음! 공격 받으면 빨라짐!	被消灭时，{狂暴块块|red}会变成{大蓝块块|blue}。	 一噸的健康！受傷後移動更快！ {Beserker-Blocks |red}在銷毀時變成{BigBlu-Blocks |blue}	健康のトン！ ダメージを受けた後、速く動く！	Tons of health! Moves faster after taking damage! {Beserker-Blocks|red} turn into {BigBlu-Blocks|blue} when destroyed.	 ตันสุขภาพ! เคลื่อนที่ได้เร็วขึ้นหลังจากได้รับความเสียหาย! {Beserker-Blocks |red} เปลี่ยนเป็น {BigBlu-Blocks |blue} เมื่อถูกทำลาย
redbit_name_codex	Red-Block	Red-Block	Red-Block	Red-Block	Red-Block	Red-Block	Red-Block	Red-Block	红色块块	Red-Block	Red-Block	Red-Block	Red-Block
redbit_desc_0_codex	Acts tough, but deep down wants to be a YellowBlock.	Les actes sont difficiles, mais en profondeur, il veut être un jaune-Block.	Agisce con violenza, ma in realtà vorrebbe essere un Block Giallo	Apostelgeschichte haltbar, aber tief unten will eine Yellow-Block zu sein.	Actua duro, pero muy dentro de el, solo quiere ser un Block Amarillo	Действует жестко, но в глубине души хочет быть желтым Битом.	Atos difíceis, mas no fundo, quer ser um Amarelo-Block.	센척하지만 노란 비트가 되고 싶어함.	表现得很强硬，但内心深处想要成为一个黄色块块。	行動艱難，但深深的想要成為黃-bit。	厳しい行動を取るが、深い落ち込みはイエローBlockになりたい。	تظهر بقوة لكن في العمق تريد ان تصبح بيت صفراء	แสดงออกเข้มแข็ง แต่ภานในลึกๆแล้วอยากเป็น Yellow-Block
redbit_desc_1_codex													
bluebit_name_codex	Blue-Block	Blue-Block	Blue-Block	Blue-Block	Blue-Block	Blue-Block	Blue-Block	Blue-Block	蓝色块块	Blue-Block	Blue-Block	Blue-Block	Blue-Block
bluebit_desc_0_codex	Constantly gets left behind on trips to the Swimming Pool.	Il reste constamment laissé derrière dans les voyages à la piscine.	Viene continuamente dimenticato in Piscina.	Ständig hinter auf Reisen in den Pool gelassen.	Constantemente es dejado atrás en viajes a la Piscina.	Его постоянно забывают в поездках к Бассейну.	Constantemente é deixado para trás em viagens a Piscina.	수영장 가는 데 항상 혼자 남겨짐.	去泳池旅行时总是没被叫上。	不斷被留下去游泳池的旅行。	常にプールへの旅行の後ろに残って取得します。	باستمرار يأتي بالخلف في الرحلات لحمام السبحة	ถูกทิ้งตลอด เวลาไปเที่ยวสระว่ายน้ำ
bluebit_desc_1_codex													
greenbit_name_codex	Green-Block	Green-Block	Green-Block	Green-Block	Green-Block	Green-Block	Green-Block	Green-Block	绿色块块	Green-Block	Green-Block	Green-Block	Green-Block
greenbit_desc_0_codex	Gave up a career as a traffic light to pursue total Block-World Domination.	Géré une carrière comme feux de circulation pour mener à bien la Domination Block-Monde totale.	Ha abbandonato la carriera di semaforo per dedicarsi totalmente alla lotta per la Dominazione del Mondo dei Block	Gab eine Karriere als Ampel insgesamt Block-World Herrschaft auszuüben.	Dejo su carrera de luz de trafico para seguir la Dominación Total del Mundo Block	Бросил карьеру светофора, чтобы добиться полного Бит-Всемирного Доминирования.	Desisti da carreira quando a luz do semáforo perseguiu a totalidade da dominação do Block-World.	세계를 지배하기 위해 신호등의 일을 버림.	放弃了作为交通信号灯的工作，转而追求统治整个块块世界。	作為交通信號燈的職業生涯，追求完全位世界統治。	トータル・Block・ワールド支配を追求するための信号機としてのキャリアを築きました。	تخلى عن مهنة كإشارة للحاق هيمنة البيتس العالمية	ออกจากอาชีพไฟจราจรมาเพื่อยึดครองโลก
greenbit_desc_1_codex													
yellowbit_name_codex	Yellow-Block	Yellow-Block	Yellow-Block	Yellow-Block	Yellow-Block	Yellow-Block	Yellow-Block	Yellow-Block	黄色块块	Yellow-Block	Yellow-Block	Yellow-Block	Yellow-Block
yellowbit_desc_0_codex	Couldn't believe it when a Block-Band wrote a song about them!	Je ne peux pas le croire quand un Block-Bande a écrit une chanson à leur sujet!	Non potevano crederci quando una Band di Block ha scritto una canzone su di loro!	Konnte es nicht glauben, Wenn ein Block-Band schrieb ein Lied über Sie!	¡No puedo creerlo cuando la Banda Block escribio una canción sobre ellos!	Не мог поверить, когда Бит-Бэнд написал песню о них!	Não pude acreditar quando um Block-Band escreveu uma musica sobre eles!	비트 밴드가 자신들의 노래를 지었을 때 믿을 수가 없었음.	难以置信！块块乐队竟然为它们写了一整本专辑！	當Block-Band寫了一首關於他們的歌曲時，不敢相信！	Blockバンドが彼らについての曲を書いたとき、それを信じられませんでした！	لا يصدق ان فرقة البيتس كتبت اغنية عنهم	แทบไม่เชื่อเลย เมื่อ Block-band เขียนเพลงให้!
yellowbit_desc_1_codex													
purplebit_name_codex	Purple-Block	Purple-Block	Purple-Block	Purple-Block	Purple-Block	Purple-Block	Purple-Block	Purple-Block	紫色块块	Purple-Block	Purple-Block	Purple-Block	Purple-Block
purplebit_desc_0_codex	Being the oldest of the Blocks, they always get the top bunk.	Étant le plus ancien des morceaux, ils obtiennent toujours la couchette supérieure.	Essendo i Block più vecchi hanno sempre il letto a castello superiore.	Als älteste der Blocks, Sie erhalten immer die obere Koje.	Siendo el más viejo de los Blocks, siempre toma lo mejor.	Будучи старейшими из Битов, они всегда получают верхнюю койку.	Sendo o mais velho dos Blocks, eles sempre escolhem a beliche de cima.	가장 나이 있는 비트로, 항상 위에 침대를 차지함.	作为年纪最大的块块，它们总是能受到最好的待遇。	當Block-Band寫了一首關於他們的歌曲時，不敢相信！	Blockの中で最も古いので、彼らは常にトップの寝台を手に入れます。	لكونهم الاقدم في البيتس دائما يثرثرون	แก่สุดในบรรดา Blocks มักได้อยู่ข้างบนเสมอ
purplebit_desc_1_codex													
blackbit_name_codex	Black-Block	Black-Block	Black-Block	Black-Block	Black-Block	Black-Block	Black-Block	Black-Block	黑色块块	Black-Block	Black-Block	Black-Block	Black-Block
blackbit_desc_codex	Still uses the night-light they got for their 2nd BlockBirthday.	Toujours utiliser la lumière de nuit qu'ils ont obtenue pour leur 2ème anniversaire.	Usa ancora la lucetta notturna che ha ricevuto al loro secondoBlock-compleanno.	Noch in der Nacht - Licht erhielten sie für ihre 2. Block-Birthday.	Aún usa la lampara de noche que le dieron en su segundo cumpleaños Block.	Все еще используют ночной свет, который они получили за 2-й бит-день рождения.	Ainda usam a luz noturna que ganharam do seu 2° aniversário.	아직도 두번 쨰의 비트 생일 때 받은 나이트 라이트를 사용함.	仍然用着它在第二次块块生日里拿到的夜光灯来辨认自己。	仍然使用他們為他們的第二個生日快樂的夜燈。	彼らは2日目の誕生日のために得た夜間照明をまだ使用しています。	مازالو يستخدموا نور الليل لعيدميلاد البيت الثاني	ยังเปิดไฟนอน เหมือนตอนวันเกิด 2 ขวบ
whitebit_name_codex	White-Block	WhiteBlock	WhiteBlock	WhiteBlock	WhiteBlock	WhiteBlock	WhiteBlock	WhiteBlock	白色块块	WhiteBlock	WhiteBlock	WhiteBlock	WhiteBlock
whitebit_desc_codex	She's absolutely terrified of being near canned beetroot.	Elle est absolument terrifiée d'être près de la betterave en conserve.	E' totalmente terrorizzata all'idea di stare vicino alla barbabietola in scatola.	Sie ist absolut entsetzt, nicht nur in der Nähe der Dose Rote Bete.	Está absolutamente atemorizada de estar cerca de remolacha enlatada.	Приходит в ужас если ей приходится быть рядом с консервированной свеклой.	Ela está absolutamente aterrorizada por estar perto da beterraba enlatada.	홍당무 근처 가기를 무서워 함.	非常害怕甜菜根罐头。	她非常害怕在罐頭甜菜根附近。	彼女は缶詰のビートルートの近くにいることを絶対に恐れている。	انها مرعوبة لكونها جانب الشمندر المعلب	เธอกลัวการอยู่ใกล้บีตรูทกระป๋องที่สุด
tankbit_name_codex	Tank-Block	Tank-Block	Tank-Block	Tank-Block	Tank-Block	Tank-Block	Tank-Block	Tank-Block	坦克块块	Tank-Block	Tank-Block	Tank-Block	Tank-Block
tankbit_desc_codex	Loves their job, but finding parking at the supermarket challenging.	Aime leur travail, mais trouver un stationnement au supermarché difficile.	Ama il suo lavoro, ma trova stimolante cercare un parcheggio al supermercato.	Liebt ihren Job, aber einen Parkplatz zu finden im Supermarkt eine große Herausforderung dar.	Aman su trabajo, pero encontrar lugar para estacionarse en el súper mercado es un reto.	Любит свою работу, но найти парковку в супермаркете очень проблематично.	Amam seus empregos, mas acham estacionar no supermercado desafiador.	일을 사랑하지만 슈퍼마켓에 주차하기 힘들어함.	它们热爱自己的工作，但每次在超市寻找停车位都非常困难。	喜欢他们的工作，但找到停车场在超市有挑战性。	彼らの仕事は大好きですが、スーパーマーケットでの駐車は困難です。	يحبون عملهم ولكن يجدون الركن بالسوبر ماركت تحدي	ชอบงานของเขา แต่ก็ยังหาที่จอดรถในซูเปอร์มาร์เก็ตลำบากอยู่
helicopterbit_name_codex	Heli-Block	Heli-Block	Heli-Block	Heli-Block	Heli-Block	Heli-Block	Heli-Block	Heli-Block	直升机块块	Heli-Block	Heli-Block	Heli-Block	Heli-Block
helicopterbit_desc_codex	Offers cheap rides around Block-City on the weekends.	Offre des promenades à bas prix autour de Block-Ville le fin de semaine.	Offre economici giri intorno alla città dei Block durante il fine settimana.	Bietet günstige Fahrten um Block-City an den Wochenenden.	Ofrece viajes baratos alrededor de la ciudad Block en los fines de semana.	По выходным дням предлагает дешевые прогулки по Бит-Сити.	Oferece passeios baratos em torno de Block-City nos fins de semana.	비트 도시로 싸게 태워다 줌.	在周末为其他块块提供廉价的块块城市捷运。	在周末提供Bit-City周邊便宜的乘車路線。	週末にはBlock-City周辺の格安の乗り物を提供しています。	يعرض الركبة الرخيص حول مدينة البيتس في نهاية الاسبوع	พาเที่ยวรอบ Block-City ถูกๆทุกสุดสัปดาห์
sneakybit_name_codex	Sneaky-Block	Sneaky-Block	Sneaky-Block	Sneaky-Block	Sneaky-Block	Sneaky-Block	Sneaky-Block	Sneaky-Block	箱子块块	Sneaky-Block	Sneaky-Block	Sneaky-Block	Sneaky-Block
sneakybit_desc_codex	Never seems to be able to think outside the box.	Jamais semble pouvoir penser en dehors de la boîte.	Sembra che non sia mai in grado di pensare fuori dagli schemi.	Scheint nie in der Lage sein, über den Tellerrand hinaus zu denken.	Nunca parece ser capaz de pensar fuera de la caja.	Кажется, никогда не выходит за рамки при раздумьях.	Nunca parece ser capaz de pensar fora da caixa.	재치없이 맨날 똑같은 생각만 함.	从来没能创意思考。	從來沒能創意思考。	箱の外で考えることは決してできないようです。	لا يبدو قادر على التفكير خارج الصندوق	ยังคิดนอกกรอบไม่เป็น
slimebit_name_codex	Slime-Block 	Slime-Block 	Slime-Block 	Slime-Block 	Slime-Block 	Slime-Block 	Slime-Block 	Slime-Block 	粘液块块 	Slime-Block 	Slime-Block 	Slime-Block 	Slime-Block 
slimebit_desc_codex	Finds it difficult to hold onto a job, or any surface at all.	Il est difficile de tenir un emploi, ou n'importe quelle surface du tout.	Trova difficile tenersi stretto il lavoro, o qualunque altra superficie.	Findet es schwierig, auf einen Job, oder jede Oberfläche.	Encuentra difícil mantener un trabajo, o mantenerse en cualquier superficie del todo.	Находит трудным удержать работу или любую поверхность вообще.	Considera difícil manter um emprego, ou qualquer superfície.	일을 계속 갖고 있기에 힘들어함.	很难将自己保持在同一项工作，或者任何的墙壁上。	發現難以抓住工作，或任何表面。	仕事や表面を保持するのが難しいことがわかります。	يجد صعوبة في الاحتفاظ بأي وظيفة	ยากที่จะอยู่ติดกับงานใดๆ หรือพื้นผิวใดๆ
bigblubit_name_codex	BigBlu-Block	BigBlu-Block	BigBlu-Block	BigBlu-Block	BigBlu-Block	BigBlu-Block	BigBlu-Block	BigBlu-Block	大蓝块块	BigBlu-Block	BigBlu-Block	BigBlu-Block	BigBlu-Block
codex_bigblubit_desc	Loves - Blocksketball. `Dislikes - Flying Economy.	Aime - Petit basketball. 'Je n'aime pas - Économie de vol'.	Ama il Block skateball. Non gli piace Viaggiare in classe Economica.	Liebt - Block - sketball. "Islikes - Fliegen Wirtschaft.	Ama - Block-squetbol. Detesta - Vuelos Economicos	Любит - бит-скетбол. Не любит - летающую экономику.	Amor - Block-sketball. "Não gosta" - Economia do vôo.	좋아하는 것: 비트 스켈볼. 싫어하는 것: 거지같은 경제	最喜欢的事情-打蓝(块)球，最讨厌的事情-不稳定的经济效应	愛 - Bit-sketball- 不喜歡飛行經濟。	愛 - Blockスケートボール。 `嫌い - 飛行する経済。	يحب بيت السكيت بول ولا يحب الطيران الاقتصادي	รัก- Block-sketball `เกลียด- เที่ยวบินชั้นประหยัด
beserkerbit_name_codex	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block	狂暴块块	Berserker-Block	Berserker-Block	Berserker-Block	Berserker-Block
beserkerbit_desc_codex	Had lunch with the Queen once....didn't go so well.	J'ai déjeuné avec la Reine une fois ... je ne suis pas allé si bien.	Una volta ha pranzato con la Regina…non è andata molto bene.	Hatten Mittagessen mit der Königin.... einmal nicht so gut gehen.	Tuvo una almuerzo con la Reina una vez…no resulto tan bueno.	Однажды обедал с Королевой… Прошло не очень.	Almoçei com a Rainha uma vez... Não foi tão bom assim!	여왕과 밥 먹음… 잘 안됨.	和皇后吃过一次午餐…结果并不怎么好	和皇后一起吃午餐....沒有這麼好。	一度女王と昼食を取っていたのは、あまりうまくいきませんでした。	تناول الغداء ذات مرة مع الملكة ..لم تسير على مايرام	ทานมื้อเที่ยงกับราชินีครั้งนึง...ไปไม่ค่อยสวย
kingbit_name_codex	KingBlock	KingBlock	KingBlock	KingBlock	KingBlock	KingBlock	KingBlock	KingBlock	国王块块	KingBlock	KingBlock	KingBlock	KingBlock
codex_kingbit_desc	Voted as 'Most likely to rule Block-World' in High school.	Voté comme le plus susceptible de dominer Block-Monde au lycée.	Votato come il "Più probabile governatore del Mondo Block" al Liceo.	Als 'Most wahrscheinlich Block-World zu Regel" in der High School gestimmt.	Fue votado como "Más probable de reinar el Mundo Block" en Preparatoria.	Был выбран на звание «Скорее всего, будет управлять бит-миром» в средней школе.	Votado como "mais provável para governar Block-World" no ensino médio.	가장 비트 세계를 지배할 것 같은 사람이라고 고딩 때 소문 남	在高中被评为“最有可能统块块世界的块块”。	在高中被評為“最有可能統Bit-世界”。	高校で「Block-Worldを支配する可能性が最も高い」と投票した。	اختير ليحكم عالم البيتس في المدرسة الثانوية	ได้รับการโหวตเป็น"ผู้ที่น่าจะครอง Block-World" ในสมัยเรียน
dragonbit_name_codex	DragonBlock	DragonBlock	DragonBlock	DragonBlock	DragonBlock	DragonBlock	DragonBlock	DragonBlock	巨龙块块	DragonBlock	DragonBlock	DragonBlock	DragonBlock
dragonbit_desc_0_codex	A massive dragon who can crush Blocks with ease...basically a showoff.	Un dragon massif qui peut écraser Morceaux avec facilité ... essentiellement un frimer.	Un enorme drago in grado di distruggere i Blocks con un soffio…sostanzialmente un esibizionista.	Eine massive Drachen, Blocks mit Leichtigkeit zerschlagen kann... im Grunde ein Angeber.	Un dragón masico que puede destruir Blocks con facilidad…basicamente un presumido.	Массивный дракон, который с легкостью может раздавить Биты ... в основном показуха.	Um enorme dragão que pode esmagar Blocks com facilidade	비트들을 밟을 수 있는 큰 드래곤… 자랑쟁이	一条巨龙可以轻易的碾碎其他块块…只是为了炫耀。	一個巨大的龍可以輕鬆地粉碎比特基本上是一場炫耀。	Blockを簡単に押しつぶすことができる大規模なドラゴン...基本的にショーオフ。	التنين الضخم الي يستطيع ضرب البيتس بسهولة ..في الاساس يتباهى	มังกรใหญ่ยักษ์ที่บดขยี้ได้ทุก Blocks อย่างง่ายดาย…โอ้อวดดีๆนั่นเอง
goobit_name_codex	Goo-Block 	Goo-Block 	Goo-Block 	Goo-Block 	Goo-Block 	Goo-Block 	Goo-Block 	Goo-Block 	粘咕块块 	Goo-Block 	Goo-Block 	Goo-Block 	Goo-Block 
goobit_desc_0_codex	People always try and slow her down, she just doesn't let it affect her.	Les gens essayent toujours de la ralentir, elle ne laisse pas qu'elle l'affecte.	Le persone cercano sempre di rallentarla, semplicemente a lei non importa.	Die Menschen versuchen immer und Ihr verlangsamen, sie tut einfach nicht mehr beeinflussen.	La gente siempre trata de que vaya más lento, ella simplemente no deja que le afecte.	Люди всегда стараются приостановить ее, но она просто не позволяет этому влиять на нее.	As pessoas sempre tentam diminuí-la, mas ela simplesmente não deixam se afetar.	항상 찐득비트를 느리게 많들려고 해도 꿈쩍없음	人们总是试着让她慢下来，但没有什么能够影响到她。	人們總是試著讓她慢下來，她只是不讓它影響她。	人々はいつも彼女を遅くしようとすると、彼女は彼女に影響を与えません。	الناس دائما يحاولون ابطائها ولا تدعهم يؤثرون عليها	ผู้คนพยายามทำให้เธอช้าลงเสมอ แต่ไม่ได้ผลกับเธอ
icebit_name_codex	Ice-Block	Ice-Block	Ice-Block	Ice-Block	Ice-Block	Ice-Block	Ice-Block	Ice-Block	冰山块块	Ice-Block	Ice-Block	Ice-Block	Ice-Block
icebit_desc_0_codex	Has to travel every 3 months to remain relevent.	Doit voyager tous les 3 mois pour rester pertinent.	Deve viaggiare ogni 3 mesi per restare reattiva.	Hat alle 3 Monate zu reisen relevant zu bleiben.	Tiene que viajar cada 3 meses para permanecer relevante.	Должен путешествовать каждые 3 месяца, чтобы оставаться актуальным.	Tem que viajar a cada 3 meses para permanecer por cima!	석 달 마다 여행가야 쓸모있음	每三个月必须旅行一次才能维持身材。	必須每3個月旅行一次才能保持相關。	関連性を保つために3ヶ月ごとに移動しなければならない。	يجب السفر كل 3 اشهر ليظل على صلة	ต้องเดินทางทุก 3 เดือน เพื่อจะได้เกี่ยวข้องกันอยู่
ogrebit_name_codex	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block	巨魔块块	Ogre-Block	Ogre-Block	Ogre-Block	Ogre-Block
ogrebit_desc_0_codex	Don't judge him, he's a creature of many layers.	Ne le jugez pas, il est une créature de plusieurs couches.	Non giudicatelo, è una creatura dotata di molte sfaccettature.	Ihn nicht beurteilen, er ist eine Kreatur, die aus vielen Schichten.	No lo juzges, es una criatura con muchas capas.	Не судите его, он существо из многих слоев.	Não o julgue, ele é uma criatura de muitas camadas.	레벨 많으니까 그런 눈으로 보지마	不要从外表判断它，它里面还有很多层块块。	不要判斷他，他是一個很多層的生物。	彼を判断しないでください、彼は多くの層の生き物です。	لا تحكم عليه انه مخلوق من عدة طبقات	อย่าตัดสินเขาจากหน้าตา ข้างในเขานั้นซับซ้อน
pultbit_name_codex	Pult-Block 	Pult-Block 	Pult-Block 	Pult-Block 	Pult-Block 	Pult-Block 	Pult-Block 	Pult-Block 	投射块块 	Pult-Block 	Pult-Block 	Pult-Block 	Pult-Block 
